"year","id","wage","hours","emp","treat","female","IQ","KWW","educ","exper","tenure","age","married","black","south","urban","sibs","brthord","meduc","feduc"
2005,628,1282,60,1,0,0,96,24,18,7,5,32,1,0,1,1,4,2,12,18
2005,629,339.75,50,1,0,1,94,34,12,9,2,30,1,0,1,0,6,4,7,7
2005,630,467.25,45,1,0,1,98,34,16,7,1,30,1,0,0,0,3,1,12,12
2005,631,1000,40,1,0,0,89,31,12,9,5,28,1,0,0,1,2,3,13,12
2005,632,866.25,45,1,0,1,85,39,12,14,1,34,1,0,0,1,2,1,12,12
2005,633,1550.25,40,1,0,1,106,41,16,12,13,33,1,0,1,1,2,1,14,12
2005,634,610,50,1,0,0,89,21,12,14,4,30,1,0,0,0,1,2,7,6
2005,635,750,40,1,0,0,110,45,13,13,1,35,1,0,1,1,2,NA,12,16
2005,636,606,50,1,0,1,101,34,17,8,0,30,1,0,1,1,1,2,15,15
2005,637,0,0,0,0,0,81,36,12,17,15,34,1,0,1,0,1,1,12,NA
2005,638,692.25,40,1,0,1,105,54,18,7,14,34,1,0,0,1,1,1,12,12
2005,639,450,40,1,0,1,96,22,11,7,2,29,1,0,1,1,4,3,8,8
2005,640,519,40,1,0,1,108,48,12,21,11,38,1,0,0,1,3,1,8,7
2005,641,0,0,0,0,1,82,30,10,15,3,33,1,0,0,0,4,4,NA,NA
2005,642,601.5,40,1,0,1,99,26,12,13,12,29,1,1,1,1,8,6,9,12
2005,643,844.5,40,1,0,1,119,30,16,5,8,32,1,0,0,1,1,1,12,10
2005,644,962,40,1,0,0,112,46,15,8,2,37,1,0,0,1,2,1,12,16
2005,645,641.25,40,1,0,1,118,41,14,6,14,33,1,0,1,0,3,1,NA,12
2005,646,841,48,1,0,0,110,37,18,13,1,37,0,1,0,1,1,1,12,12
2005,647,850,44,1,0,0,115,37,12,11,1,29,1,0,0,1,3,2,NA,NA
2005,648,1050,42,1,0,1,108,38,17,7,3,31,1,0,0,1,2,1,12,14
2005,649,1260,45,1,0,0,106,37,12,5,3,29,1,0,0,1,2,1,12,13
2005,650,1274.25,40,1,0,1,96,19,12,10,1,29,0,0,1,1,2,3,12,12
2005,651,574.5,40,1,0,1,109,31,12,17,18,35,1,0,0,0,4,3,NA,6
2005,652,565.5,40,1,0,1,55,23,12,13,14,33,1,1,1,0,2,1,10,NA
2005,653,1682,45,1,0,0,126,40,16,10,11,31,1,0,0,1,1,1,12,16
2005,654,795,45,1,0,0,88,27,12,17,18,35,1,0,0,0,2,2,10,12
2005,655,0,0,0,0,0,100,18,12,4,3,28,1,0,0,1,6,2,9,11
2005,656,233,60,1,0,0,96,32,16,7,4,30,1,0,0,0,3,NA,12,8
2005,657,577,50,1,0,0,94,17,12,9,8,29,1,0,0,1,2,NA,12,8
2005,658,866.25,40,1,0,1,109,49,17,13,4,38,1,0,0,0,3,3,12,8
2005,659,1299,60,1,0,0,125,44,18,6,12,35,0,0,0,1,1,2,8,8
2005,660,990,40,1,0,0,67,23,12,16,3,34,1,1,0,1,2,1,8,8
2005,661,0,0,0,0,1,122,41,14,9,15,35,0,0,0,1,3,2,12,NA
2005,662,630.75,40,1,0,1,102,38,16,10,1,29,1,0,0,1,3,1,12,12
2005,663,1282.5,45,1,0,1,118,40,18,12,12,38,1,0,0,1,1,1,12,12
2005,664,898.5,32,1,0,1,117,39,16,7,9,30,1,0,1,1,1,2,12,12
2005,665,585.75,40,1,0,1,89,24,11,13,10,30,1,0,0,1,3,1,9,8
2005,666,285,50,1,0,1,106,28,12,15,11,30,1,0,1,0,2,1,7,7
2005,667,600,43,1,0,1,96,27,12,10,1,29,1,0,1,0,1,1,10,10
2005,668,1261.5,40,1,0,1,115,48,16,10,4,37,1,0,1,1,1,2,12,17
2005,669,731.25,40,1,0,1,87,12,9,20,10,37,1,0,1,0,3,NA,5,4
2005,670,712.5,40,1,0,1,86,31,10,23,5,38,1,0,1,1,9,9,NA,6
2005,671,600,40,1,0,0,127,44,12,8,3,28,0,0,1,0,2,2,9,12
2005,672,0,0,0,0,0,74,24,12,14,3,32,1,0,0,1,4,2,10,13
2005,673,1746,40,1,0,0,131,41,18,9,10,33,1,0,0,1,7,3,12,12
2005,674,702.75,40,1,0,1,104,37,12,14,15,32,1,0,1,0,1,2,12,9
2005,675,721.5,40,1,0,1,85,41,10,15,16,38,1,0,0,1,1,2,9,12
2005,676,1200,50,1,0,0,99,37,12,11,11,28,1,0,0,1,5,4,10,8
2005,677,431.25,40,1,0,1,116,37,12,11,9,29,1,0,1,0,1,2,8,12
2005,678,789.75,38,1,0,1,114,35,16,12,7,32,1,0,0,1,0,1,11,11
2005,679,0,0,0,0,1,112,43,14,14,12,33,0,0,0,1,6,6,14,12
2005,680,1000,40,1,0,0,95,44,12,16,16,36,1,0,0,1,1,1,12,11
2005,681,789.75,40,1,0,1,90,33,12,18,7,37,1,0,1,0,1,1,11,11
2005,682,354,45,1,0,1,71,24,11,9,0,32,1,0,1,1,13,6,6,6
2005,683,468.75,40,1,0,1,129,40,18,4,5,36,1,0,1,0,3,1,15,15
2005,684,0,0,0,0,0,126,40,16,10,11,31,1,0,0,1,1,1,12,16
2005,685,781,50,1,0,0,112,33,12,8,10,30,1,0,0,1,2,2,12,8
2005,686,876,45,1,0,0,116,35,16,10,8,29,1,0,0,1,2,1,12,12
2005,687,915,55,1,0,0,114,36,12,17,9,37,1,0,0,1,1,NA,10,NA
2005,688,1333,60,1,0,0,106,38,15,5,1,30,1,0,1,1,2,2,12,12
2005,689,577,40,1,0,0,92,33,15,8,1,28,1,1,1,1,1,2,10,7
2005,690,720,40,1,0,1,107,23,12,11,9,29,1,1,1,1,11,2,6,9
2005,691,937.5,40,1,0,1,106,36,12,14,19,35,1,0,0,1,4,1,11,13
2005,692,1384,50,1,0,0,104,42,13,8,7,31,1,0,1,0,3,1,13,14
2005,693,502.5,45,1,0,1,117,33,12,10,3,30,1,0,0,0,5,2,12,NA
2005,694,635,40,1,0,0,128,35,18,8,13,36,0,0,0,1,2,1,16,16
2005,695,1699,40,1,0,0,100,40,12,11,9,33,1,0,0,1,1,2,12,8
2005,696,1016,40,1,0,0,72,18,10,14,15,37,1,1,0,1,8,9,11,NA
2005,697,700,45,1,0,0,99,40,12,15,7,32,1,0,1,0,4,2,10,10
2005,698,1843,48,1,0,0,109,38,16,11,2,32,1,0,0,1,3,2,12,NA
2005,699,0,0,0,0,0,98,40,12,11,6,30,1,0,0,1,3,4,12,12
2005,700,360.75,40,1,0,1,82,27,12,9,2,32,1,0,1,0,2,2,12,8
2005,701,1154.25,40,1,0,1,115,38,17,7,9,31,1,0,1,1,2,1,12,16
2005,702,462,40,1,0,0,112,35,12,11,1,29,1,0,0,1,8,3,12,NA
2005,703,1300,40,1,0,0,78,40,13,12,3,33,1,0,1,1,2,3,12,12
2005,704,877.5,47,1,0,1,123,45,14,9,14,32,1,0,0,1,3,4,8,12
2005,705,875,36,1,0,0,95,22,12,16,2,38,0,1,1,0,8,9,6,NA
2005,706,1065,65,1,0,0,104,39,16,10,11,34,1,0,1,1,2,3,11,12
2005,707,1250,40,1,0,0,115,36,14,9,1,29,1,0,0,1,2,2,12,12
2005,708,951,40,1,0,0,86,33,11,13,1,31,1,0,0,1,3,4,9,NA
2005,709,712.5,40,1,0,1,96,38,12,14,2,35,1,0,0,1,1,1,8,2
2005,710,825,40,1,0,1,122,38,14,11,8,33,1,0,0,1,2,3,8,10
2005,711,1179,35,1,0,1,108,39,14,7,5,28,1,1,0,1,1,NA,12,8
2005,712,1354,40,1,0,0,119,49,17,13,9,35,0,0,0,0,2,1,16,16
2005,713,562.5,43,1,0,1,94,38,14,12,10,33,1,0,0,0,1,1,11,12
2005,714,375,44,1,0,1,107,40,12,21,12,38,1,0,1,0,2,NA,12,7
2005,715,871.5,45,1,0,1,89,39,12,11,4,37,1,0,1,1,3,3,15,NA
2005,716,1154.25,40,1,0,1,111,41,17,10,13,37,1,0,0,1,3,2,12,16
2005,717,508,40,1,0,0,73,38,12,1,1,31,1,1,0,1,1,NA,NA,NA
2005,718,405,50,1,0,1,113,33,12,12,3,31,1,0,0,0,5,4,6,12
2005,719,1368,45,1,0,0,107,31,16,11,1,33,1,0,1,1,2,2,16,16
2005,720,501,43,1,0,1,109,29,12,11,12,29,1,0,0,0,2,3,8,7
2005,721,583,48,1,0,0,94,35,14,10,6,37,1,0,0,0,2,1,12,12
2005,722,1136,50,1,0,0,117,36,14,16,12,34,1,0,1,1,2,3,12,12
2005,723,302.25,45,1,0,1,98,37,12,5,3,30,1,0,1,1,2,NA,12,12
2005,724,490.5,50,1,0,1,121,49,17,12,13,34,1,0,0,1,1,2,11,12
2005,725,0,0,0,0,1,108,47,16,4,0,31,1,1,1,1,2,2,8,8
2005,726,600,40,1,0,0,114,39,12,8,5,30,1,0,1,1,6,3,8,8
2005,727,1012.5,40,1,0,1,107,37,12,17,12,35,1,0,0,0,2,3,NA,NA
2005,728,693,40,1,0,0,79,36,11,18,3,38,1,0,0,0,3,2,8,8
2005,729,1200,50,1,0,0,84,13,12,13,9,32,1,0,0,1,5,2,6,6
2005,730,900,45,1,0,0,125,40,15,4,3,30,0,0,0,0,2,NA,12,12
2005,731,1442,40,1,0,0,132,39,17,8,1,33,1,0,1,1,3,1,8,12
2005,732,692,50,1,0,0,120,34,12,17,7,35,1,0,0,0,3,4,8,NA
2005,733,812,40,1,0,0,98,42,12,10,2,29,0,0,0,1,3,2,12,12
2005,734,894.75,50,1,0,1,82,38,12,19,10,36,1,0,1,1,0,1,12,NA
2005,735,1038,50,1,0,0,119,42,12,20,5,36,1,0,0,0,3,3,12,8
2005,736,402,40,1,0,0,76,28,12,9,4,28,1,1,0,1,4,2,NA,10
2005,737,978,45,1,0,1,119,36,17,9,9,31,1,0,0,0,1,1,13,12
2005,738,731.25,40,1,0,1,101,33,13,12,10,30,1,0,0,0,3,3,12,13
2005,739,412.5,56,1,0,1,99,42,12,17,11,36,1,0,1,1,1,2,12,12
2005,740,318.75,30,1,0,1,106,34,17,8,0,36,0,0,1,0,0,1,14,12
2005,741,1443,50,1,0,1,112,47,18,9,10,38,1,0,0,1,6,1,16,18
2005,742,692.25,50,1,0,1,123,44,14,8,7,31,1,0,0,1,1,2,8,NA
2005,743,1105,40,1,0,0,104,29,16,5,8,29,1,0,0,1,3,1,12,12
2005,744,696.75,40,1,0,1,97,28,13,12,5,30,1,0,1,1,2,1,12,12
2005,745,750,50,1,0,1,104,36,16,11,8,30,1,0,0,1,1,1,12,11
2005,746,2308.5,65,1,0,1,120,50,14,12,13,36,1,0,1,1,1,2,12,NA
2005,747,2137,40,1,0,0,120,48,16,16,3,37,1,0,1,1,3,3,12,12
2005,748,0,0,0,0,0,110,23,12,15,13,32,0,0,0,1,2,2,5,11
2005,749,576.75,40,1,0,1,100,34,12,18,12,36,1,0,0,0,1,2,8,8
2005,750,962,40,1,0,0,93,46,12,15,1,30,1,0,0,1,2,2,9,12
2005,751,369,40,1,0,0,117,36,18,11,1,31,0,0,0,0,3,4,NA,NA
2005,752,1081,40,1,0,0,92,34,13,8,2,30,1,0,1,1,3,4,12,10
2005,753,432.75,55,1,0,1,108,47,16,4,0,31,1,1,1,1,2,2,8,8
2005,754,812,45,1,0,0,115,46,16,11,3,34,1,0,0,1,1,2,12,8
2005,755,493.5,40,1,0,1,129,34,16,11,9,30,1,0,0,1,2,1,13,16
2005,756,0,0,0,0,0,99,25,12,18,12,34,0,0,0,0,1,1,12,12
2005,757,660,42,1,0,0,101,34,16,12,9,31,1,0,1,1,0,1,12,12
2005,758,1000,50,1,0,0,97,45,12,17,15,36,1,0,0,1,1,2,12,12
2005,759,923,40,1,0,0,110,39,16,15,11,37,1,0,0,0,2,1,12,7
2005,760,1442,40,1,0,0,108,40,12,17,17,36,1,0,1,1,1,1,9,12
2005,761,0,0,0,0,0,74,26,15,10,3,30,1,1,1,1,3,3,7,6
2005,762,1300,35,1,0,0,100,38,12,13,15,31,1,0,0,1,4,2,11,NA
2005,763,1682,50,1,0,0,107,41,14,15,9,32,1,0,1,1,0,1,12,12
2005,764,700,20,1,0,0,85,27,10,13,0,35,1,1,1,1,3,NA,6,10
2005,765,922.5,50,1,0,1,96,33,13,11,12,30,1,0,0,1,3,2,10,11
2005,766,0,0,0,0,0,95,44,12,18,15,35,1,0,0,1,1,1,12,11
2005,767,540.75,40,1,0,1,100,32,12,8,8,29,1,0,1,1,3,2,12,4
2005,768,570,50,1,0,0,101,43,12,11,12,30,1,0,0,1,2,3,12,NA
2005,769,720,50,1,0,0,101,39,13,1,7,29,1,0,0,1,4,2,11,11
2005,770,535.5,35,1,0,1,125,34,16,7,5,28,1,0,0,1,4,1,10,10
2005,771,600,40,1,0,1,115,39,18,11,1,35,1,0,1,1,0,1,8,8
2005,772,750.75,40,1,0,1,109,48,12,20,22,37,1,0,0,1,1,1,8,10
2005,773,375,40,1,0,1,96,35,12,6,0,33,1,0,1,1,4,4,12,12
2005,774,769.5,45,1,0,1,113,27,16,9,13,30,1,0,1,1,2,2,16,14
2005,775,1092,44,1,0,0,110,34,16,15,13,36,1,0,0,1,4,4,13,13
2005,776,549,40,1,0,1,104,36,12,10,7,36,1,0,1,1,1,2,NA,NA
2005,777,409,40,1,0,0,93,26,12,17,18,38,0,0,1,0,0,1,NA,NA
2005,778,1539,45,1,0,0,120,36,17,7,8,34,1,0,0,1,1,1,8,8
2005,779,807,45,1,0,1,105,24,12,5,8,31,0,0,0,1,1,1,16,17
2005,780,721.5,50,1,0,1,109,44,12,21,12,37,1,0,1,0,0,1,6,NA
2005,781,910,40,1,0,0,82,26,14,5,5,30,1,1,1,1,10,NA,9,3
2005,782,712.5,40,1,0,1,81,29,11,16,5,35,1,0,1,0,3,4,10,6
2005,783,0,0,0,0,0,93,31,12,13,1,30,1,0,0,1,5,NA,NA,NA
2005,784,1566,40,1,0,0,127,44,12,7,1,29,1,0,0,1,3,2,11,NA
2005,785,2500,60,1,0,0,82,41,12,21,1,38,1,0,1,0,3,3,8,5
2005,786,1920,40,1,0,0,109,32,12,13,2,31,1,0,0,0,0,1,12,8
2005,787,1621.5,40,1,0,1,115,51,17,4,4,38,1,0,0,1,1,1,12,12
2005,788,620.25,40,1,0,1,105,29,16,7,8,30,1,0,0,1,2,1,16,12
2005,789,826,40,1,0,0,114,40,14,20,3,37,1,0,0,1,4,4,8,6
2005,790,383.25,45,1,0,1,101,25,12,13,1,30,1,0,0,1,4,2,11,12
2005,791,289,40,1,0,0,94,35,12,9,0,30,1,0,0,1,2,3,5,11
2005,792,1200,40,1,0,0,96,48,11,15,3,37,1,0,0,1,4,3,8,8
2005,793,1250,40,1,0,0,91,28,12,13,1,34,1,0,0,1,3,1,11,5
2005,794,538,55,1,0,0,98,45,18,5,1,34,1,0,0,1,2,2,13,NA
2005,795,1025,40,1,0,0,110,30,16,9,4,30,1,0,0,0,3,NA,10,12
2005,796,1171.5,40,1,0,1,97,28,17,7,2,32,1,0,1,1,5,1,12,13
2005,797,462,55,1,0,1,104,41,12,16,18,35,1,0,1,1,4,5,9,NA
2005,798,1386,42,1,0,0,109,43,16,10,11,34,1,0,1,0,1,1,4,14
2005,799,857,35,1,0,0,80,39,10,14,15,33,1,0,0,1,2,1,NA,12
2005,800,774,40,1,0,0,94,33,12,20,4,37,1,0,0,0,1,1,12,7
2005,801,675,40,1,0,0,110,34,12,6,15,34,1,0,0,1,2,1,7,NA
2005,802,821,45,1,0,0,85,39,16,8,2,32,1,0,0,1,5,6,8,8
2005,803,1049,44,1,0,0,122,39,16,7,3,33,1,0,0,0,3,3,10,12
2005,804,662,45,1,0,0,99,27,14,7,2,28,1,1,1,0,6,1,5,5
2005,805,0,0,0,0,1,104,47,15,14,11,37,1,0,1,1,3,4,12,12
2005,806,535.5,35,1,0,1,105,37,16,9,2,29,1,0,0,1,1,2,13,12
2005,807,195,40,1,0,1,75,35,12,21,0,37,1,1,1,0,3,3,NA,NA
2005,808,0,0,0,0,1,115,43,12,14,1,32,1,0,0,1,1,2,12,11
2005,809,1452,35,1,0,0,69,33,16,12,15,38,1,1,0,1,7,6,10,10
2005,810,797,55,1,0,0,90,36,16,11,5,33,1,0,0,1,5,2,14,17
2005,811,393.75,40,1,0,1,99,40,12,9,2,34,1,0,0,1,2,1,10,8
2005,812,198.75,40,1,0,1,101,43,12,18,2,37,1,0,0,1,1,2,NA,NA
2005,813,666,50,1,0,0,89,28,12,16,1,34,1,1,1,1,6,1,9,NA
2005,814,882,44,1,0,0,96,34,12,15,13,31,1,0,0,0,6,3,8,10
2005,815,550,40,1,0,0,77,36,12,15,2,37,1,0,0,0,6,3,8,8
2005,816,940,40,1,0,0,71,20,11,9,2,29,1,0,0,0,2,3,NA,NA
2005,817,958,60,1,0,0,98,42,12,11,9,28,1,0,0,1,0,1,12,11
2005,818,400,50,1,0,0,96,38,15,6,10,28,0,0,1,0,5,NA,12,NA
2005,819,1068,50,1,0,1,96,47,17,15,12,37,1,0,0,1,2,3,NA,NA
2005,820,780,48,1,0,1,108,36,12,16,17,35,1,0,1,1,6,7,7,3
2005,821,761.25,40,1,0,1,67,31,12,15,11,32,1,1,0,1,3,2,9,5
2005,822,731.25,40,1,0,1,97,39,13,8,0,31,1,0,0,1,3,1,12,12
2005,823,0,0,0,0,0,81,36,12,17,15,34,1,0,1,0,1,1,12,NA
2005,824,463.5,42,1,0,1,104,34,12,6,2,30,1,0,0,1,3,2,8,12
2005,825,1111,40,1,0,0,98,32,14,10,1,29,1,0,0,1,3,1,12,15
2005,826,1154,40,1,0,0,117,38,16,11,12,35,1,0,1,1,5,5,17,18
2005,827,901.5,40,1,0,1,100,40,12,18,2,37,1,0,0,1,0,1,12,12
2005,828,810.75,40,1,0,1,123,46,18,11,7,36,1,0,0,0,1,1,12,12
2005,829,733.5,48,1,0,1,104,36,12,19,15,36,1,0,0,1,5,6,6,NA
2005,830,661,40,1,0,0,96,25,13,8,6,29,0,0,1,0,3,2,NA,5
2005,831,535.5,40,1,0,1,90,32,12,17,1,37,1,0,0,0,5,3,12,12
2005,832,0,0,0,0,1,97,42,18,7,14,34,1,0,0,1,4,5,14,NA
2005,833,1924,40,1,0,0,105,42,16,14,13,36,1,0,0,0,0,1,12,NA
2005,834,1050,40,1,0,1,116,43,16,14,2,35,1,1,0,1,1,2,8,NA
2005,835,1250,40,1,0,0,114,37,16,8,8,30,1,0,0,1,5,3,2,8
2005,836,596,40,1,0,0,83,36,12,16,17,34,1,0,0,0,3,3,8,8
2005,837,866.25,40,1,0,1,102,36,12,16,5,34,1,0,0,1,1,2,12,NA
2005,838,773.25,40,1,0,1,112,43,14,14,12,33,0,0,0,1,6,6,14,12
2005,839,769.5,45,1,0,1,85,46,12,4,16,38,1,0,0,1,1,2,NA,NA
2005,840,779,40,1,0,0,84,29,12,9,6,30,1,0,0,1,0,1,8,12
2005,841,850,40,1,0,0,105,34,12,6,2,33,1,0,0,1,1,1,12,9
2005,842,578,40,1,0,0,109,28,13,7,4,30,0,0,0,1,1,NA,12,11
2005,843,2308.5,30,1,0,1,107,23,13,11,4,29,1,0,0,1,2,2,12,12
2005,844,499.5,40,1,0,1,104,32,12,10,2,29,1,0,0,0,2,3,12,12
2005,845,513,45,1,0,1,111,25,14,7,7,29,1,0,0,1,4,1,12,12
2005,846,1000,40,1,0,0,100,42,12,16,14,32,1,0,1,1,2,3,12,12
2005,847,1125,40,1,0,1,103,29,12,10,11,34,1,0,0,1,2,3,12,7
2005,848,2004,48,1,0,0,105,48,18,10,0,34,1,0,0,1,2,1,12,12
2005,849,508,50,1,0,0,87,35,12,16,1,32,1,1,1,1,2,1,10,NA
2005,850,550,40,1,0,0,110,35,16,15,1,38,1,0,0,0,2,1,NA,NA
2005,851,828.75,40,1,0,1,119,32,16,9,10,30,0,0,1,1,5,1,11,10
2005,852,600,40,1,0,1,88,32,12,16,7,38,1,0,0,1,3,2,2,5
2005,853,901.5,40,1,0,1,131,32,16,10,2,33,1,0,0,0,3,2,12,12
2005,854,1143,35,1,0,0,97,40,12,21,8,38,1,0,0,1,5,1,12,12
2005,855,954,40,1,0,1,107,39,12,10,1,30,1,0,0,1,4,3,12,12
2005,856,381,50,1,0,1,125,44,17,9,2,31,1,0,1,1,3,1,16,13
2005,857,445,45,1,0,0,110,23,12,15,13,32,0,0,0,1,2,2,5,11
2005,858,923,40,1,0,0,118,36,14,8,16,35,1,1,0,1,5,1,7,NA
2005,859,0,0,0,0,1,97,39,12,15,16,36,1,0,0,1,14,10,14,11
2005,860,702.75,40,1,0,1,102,36,12,16,8,35,1,0,0,1,3,2,12,6
2005,861,499.5,75,1,0,1,129,40,18,8,12,38,1,0,0,0,2,1,18,18
2005,862,0,0,0,0,0,117,45,16,10,7,33,1,0,0,1,1,1,12,14
2005,863,999.75,45,1,0,1,112,50,16,14,8,38,1,0,1,1,1,2,12,4
2005,864,0,0,0,0,1,98,41,18,10,7,31,1,0,1,1,2,2,8,12
2005,865,0,0,0,0,0,110,45,13,13,1,35,1,0,1,1,2,NA,12,16
2005,866,0,0,0,0,0,107,30,16,9,8,33,1,0,0,1,6,4,9,8
2005,867,450,40,1,0,1,120,45,15,12,1,38,1,0,0,0,3,4,12,NA
2005,868,800,40,1,0,0,115,38,12,20,12,38,1,0,0,0,7,6,7,8
2005,869,1311,55,1,0,1,123,48,17,10,7,36,1,0,0,1,1,1,12,12
2005,870,480.75,45,1,0,1,125,44,14,9,0,37,1,0,0,1,1,1,12,11
2005,871,0,0,0,0,0,110,35,16,15,1,38,1,0,0,0,2,1,NA,NA
2005,872,500,70,1,0,0,83,20,12,13,11,32,1,0,0,1,5,1,6,6
2005,873,500,30,1,0,0,90,46,13,10,1,38,1,0,0,0,4,3,NA,NA
2005,874,684,40,1,0,1,96,32,16,11,5,30,1,0,0,1,2,2,14,12
2005,875,1000,48,1,0,0,105,39,12,11,4,28,1,0,1,0,0,1,12,7
2005,876,0,0,0,0,0,82,45,12,10,2,33,1,0,0,1,1,1,11,11
2005,877,1250,40,1,0,0,95,23,12,12,2,32,1,0,0,1,2,2,12,12
2005,878,641.25,45,1,0,1,89,21,12,6,6,31,1,0,1,0,4,3,3,3
2005,879,909,40,1,0,0,95,39,13,6,2,31,1,0,0,1,2,1,12,12
2005,880,1443,50,1,0,1,99,48,16,16,14,37,1,0,0,1,0,1,16,18
2005,881,787.5,50,1,0,1,97,31,15,4,9,31,1,1,1,1,2,1,16,9
2005,882,721.5,40,1,0,1,120,25,16,6,4,28,1,0,0,0,4,3,12,8
2005,883,1250,60,1,0,0,115,40,11,19,4,38,1,0,0,1,1,2,NA,NA
2005,884,995,40,1,0,0,92,23,9,22,13,38,1,1,0,1,7,3,7,4
2005,885,1282,45,1,0,0,121,39,18,7,13,32,1,0,0,1,2,2,12,12
2005,886,954.75,55,1,0,1,120,44,14,11,16,36,1,0,0,0,1,1,12,NA
2005,887,625,40,1,0,0,110,32,12,18,0,35,1,0,0,1,4,1,9,8
2005,888,529,40,1,0,0,110,31,13,14,11,32,1,0,0,0,1,1,12,8
2005,889,1000,45,1,0,0,90,42,12,16,0,38,1,0,0,1,6,3,10,12
2005,890,677.25,40,1,0,1,91,39,12,6,12,36,1,0,0,1,5,4,9,10
2005,891,330,40,1,0,1,84,23,12,11,2,30,1,1,1,1,5,3,9,4
2005,892,0,0,0,0,0,108,26,13,11,9,30,1,0,0,1,3,NA,12,16
2005,893,420,44,1,0,1,70,34,12,16,11,35,1,1,1,1,2,1,8,NA
2005,894,770,40,1,0,0,80,25,12,16,14,35,1,0,0,1,1,2,12,12
2005,895,0,0,0,0,1,85,50,12,17,8,38,1,0,0,0,4,1,12,NA
2005,896,931,80,1,0,0,108,40,16,4,1,36,1,0,0,1,4,2,12,12
2005,897,0,0,0,0,1,117,39,16,9,3,31,1,0,1,1,1,2,12,10
2005,898,775.5,40,1,0,1,97,39,12,15,16,36,1,0,0,1,14,10,14,11
2005,899,0,0,0,0,1,96,22,11,7,2,29,1,0,1,1,4,3,8,8
2005,900,337.5,40,1,0,1,79,23,10,20,5,36,1,1,1,1,7,6,12,12
2005,901,1151,48,1,0,0,87,41,12,18,9,38,1,0,0,1,2,1,12,12
2005,902,681.75,40,1,0,1,102,34,12,14,5,33,1,0,0,1,3,3,12,7
2005,903,0,0,0,0,1,120,50,14,12,13,36,1,0,1,1,1,2,12,NA
2005,904,1025,40,1,0,0,104,25,12,12,7,29,1,0,0,1,3,4,12,10
2005,905,761,48,1,0,0,95,44,12,14,21,38,1,0,1,1,1,1,12,5
2005,906,961.5,45,1,0,1,97,48,16,4,1,32,1,0,0,1,11,3,16,16
2005,907,360,40,1,0,1,76,29,12,17,3,35,0,1,1,1,8,5,11,10
2005,908,542.25,40,1,0,1,98,34,12,15,5,38,1,0,0,1,1,1,9,NA
2005,909,1081.5,40,1,0,1,114,38,12,16,17,33,1,0,0,1,2,3,12,10
2005,910,450,80,1,0,1,116,36,12,20,2,38,1,0,0,0,10,10,8,NA
2005,911,0,0,0,0,0,63,26,11,12,4,31,1,1,1,1,7,2,7,NA
2005,912,649.5,40,1,0,1,114,48,13,15,16,37,1,0,1,1,3,1,12,NA
2005,913,900,40,1,0,1,97,35,12,10,4,31,1,0,0,1,3,1,12,12
2005,914,1333.5,40,1,0,1,109,43,16,14,13,36,1,0,0,1,0,1,11,12
2005,915,560,49,1,0,0,112,37,16,13,2,32,1,0,1,0,3,1,8,2
2005,916,1000,65,1,0,0,93,32,12,11,9,29,1,0,0,1,7,1,12,8
2005,917,697.5,43,1,0,1,132,44,18,8,13,38,1,0,0,0,1,1,13,14
2005,918,0,0,0,0,1,109,49,17,13,4,38,1,0,0,0,3,3,12,8
2005,919,510,54,1,0,0,62,34,11,13,4,33,0,1,1,1,7,6,2,10
2005,920,1155.75,40,1,0,1,94,39,12,8,1,32,1,0,0,1,8,3,12,11
2005,921,698,43,1,0,0,97,33,12,10,4,29,1,0,0,1,2,3,8,8
2005,922,865,40,1,0,0,114,26,12,6,8,30,1,0,0,0,2,3,8,8
2005,923,600,40,1,0,0,107,32,12,16,6,33,1,0,0,0,5,6,8,4
2005,924,1188,40,1,0,0,93,40,13,16,5,35,1,0,0,1,2,1,12,8
2005,925,940,45,1,0,0,102,46,14,11,7,36,1,0,0,1,1,2,12,10
2005,926,1620,38,1,0,0,111,42,15,8,5,29,1,0,0,0,1,2,10,NA
2005,927,806.25,40,1,0,1,103,31,12,17,10,33,1,0,0,1,13,3,11,11
2005,928,750,40,1,0,1,103,40,12,17,2,34,1,0,0,1,1,1,8,NA
2005,929,337.5,64,1,0,1,67,19,12,11,1,33,0,1,0,1,6,1,11,4
2005,930,292.5,55,1,0,1,93,38,12,4,2,32,1,0,1,1,1,NA,16,13
2005,931,0,0,0,0,1,74,18,12,14,1,33,1,1,1,1,9,6,3,4
2005,932,1000,40,1,0,0,110,42,12,6,12,37,1,0,0,1,5,2,8,12
2005,933,600,40,1,0,1,88,29,10,21,14,37,1,1,0,1,8,1,11,8
2005,934,947,48,1,0,0,104,41,18,8,13,35,1,0,0,0,3,2,9,12
2005,935,540,40,1,0,0,70,25,10,12,10,29,1,1,1,0,9,NA,10,7
2005,936,1004,40,1,0,0,81,36,12,17,15,34,1,0,1,0,1,1,12,NA
2005,937,390,59,1,0,0,74,26,15,10,3,30,1,1,1,1,3,3,7,6
2005,938,750,50,1,0,0,103,36,15,1,1,37,1,0,1,0,1,1,12,9
2005,939,940,45,1,0,0,102,30,13,15,12,30,1,1,1,1,2,2,NA,NA
2005,940,300,40,1,0,1,75,33,12,11,6,32,1,0,0,1,4,NA,7,12
2005,941,417,40,1,0,1,69,26,11,13,9,34,0,1,0,1,3,NA,8,8
2005,942,1442,40,1,0,0,113,36,13,14,8,36,1,0,1,1,2,1,12,12
